company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
DRIVENETS,drivenets.com,Ra'anana,,Israel,373,http://www.linkedin.com/company/drivenets,2015,Software,82,83,79654400,37,saas,"D2 Investments, DriveNets",,,2500000000,$325M,https://www.growjo.com/company/DRIVENETS,https://www.indeed.com/jobs?q=company%3A(DRIVENETS),11%,For Contact Direct Phone Numbers and Emails see Lead411
Xanadu,xanadu.ai,Toronto,ON,CAN,152,http://www.linkedin.com/company/xanaduai,2016,Hardware,83,84,68800000,7,Canada,,,,1000000000,$135.6M,https://www.growjo.com/company/Xanadu,https://www.indeed.com/jobs?q=company%3A(Xanadu),32%,For Contact Direct Phone Numbers and Emails see Lead411
Apollo,apollo.io,San Francisco,CA,United States,431,http://www.linkedin.com/company/apolloio,2015,Salestech,84,85,71653400,1,saas saas,Sequoia Capital,,,910000000,$183.2M,https://www.growjo.com/company/Apollo,https://www.indeed.com/jobs?q=company%3A(Apollo),61%,For Contact Direct Phone Numbers and Emails see Lead411
BigPanda,bigpanda.io,Mountain View,CA,United States,385,http://www.linkedin.com/company/bigpanda,2012,DevOps,85,86,71831200,6,"saas, Software Development","Advent International, Battery Ventures, Sequoia Capital Israel",,,1200000000,$317M,https://www.growjo.com/company/BigPanda,https://www.indeed.com/jobs?q=company%3A(BigPanda),89%,For Contact Direct Phone Numbers and Emails see Lead411
Magic Eden,magiceden.io,Mountain View,CA,United States,134,http://www.linkedin.com/company/magic-eden/,2021,Fintech,86,87,19704750,1,,Electric Capital,,,1600000000,,https://www.growjo.com/company/Magic_Eden,https://www.indeed.com/jobs?q=company%3A(Magic Eden),60%,For Contact Direct Phone Numbers and Emails see Lead411
Perimeter 81,perimeter81.com,Tel Aviv,,Israel,237,http://www.linkedin.com/company/perimeter-81,2018,IT Security,87,88,54605700,7,saas,B Capital,,,1000000000,$65M,https://www.growjo.com/company/Perimeter_81,https://www.indeed.com/jobs?q=company%3A(Perimeter 81),25%,For Contact Direct Phone Numbers and Emails see Lead411
Hasura,hasura.io,San Francisco,CA,United States,168,http://www.linkedin.com/company/hasura,2017,DevOps,88,89,26488000,1,"Developer APIs, Developer Tools, Cloud Infrastructure",Greenoaks,,,1000000000,$136.5M,https://www.growjo.com/company/Hasura,https://www.indeed.com/jobs?q=company%3A(Hasura),56%,For Contact Direct Phone Numbers and Emails see Lead411
Talos,talos.com,New York,NY,United States,125,http://www.linkedin.com/company/talos-trading,2018,Fintech,89,90,24456250,1,,General Atlantic,,,1250000000,,https://www.growjo.com/company/Talos,https://www.indeed.com/jobs?q=company%3A(Talos),140%,For Contact Direct Phone Numbers and Emails see Lead411
CoinTracker,cointracker.io,San Francisco,CA,United States,89,http://www.linkedin.com/company/cointracker,2017,Fintech,90,91,16250000,1,,"Accel, Coinbase Ventures, Kraken Ventures, Intuit Ventures",,,1300000000,$101.6M,https://www.growjo.com/company/CoinTracker,https://www.indeed.com/jobs?q=company%3A(CoinTracker),53%,For Contact Direct Phone Numbers and Emails see Lead411
Acorns,acorns.com,Irvine,CA,United States,515,http://www.linkedin.com/company/acorns-grow-inc-,2012,Fintech,91,92,89319100,3,"Banking,Finance,Mobile",TPG,,B2C,2000000000,$507M,https://www.growjo.com/company/Acorns,https://www.indeed.com/jobs?q=company%3A(Acorns),11%,For Contact Direct Phone Numbers and Emails see Lead411
Songtradr,songtradr.com,Santa Monica,CA,United States,62,http://www.linkedin.com/company/songtradr-inc,2014,Entertainment,92,93,11592750,1,"Digital Media, E-Commerce, Music Services, Intellectual Property",,,,500000000,$101.2M,https://www.growjo.com/company/Songtradr,https://www.indeed.com/jobs?q=company%3A(Songtradr),7%,For Contact Direct Phone Numbers and Emails see Lead411
FalconX,falconx.io,San Mateo,CA,United States,251,http://www.linkedin.com/company/thefalconx,2018,Fintech,93,94,36894000,15,"Finance Technology, Bitcoin, Fin Tech, Blockchain / Cryptocurrency","GIC, B Capital",,,8000000000,$477M,https://www.growjo.com/company/FalconX,https://www.indeed.com/jobs?q=company%3A(FalconX),31%,For Contact Direct Phone Numbers and Emails see Lead411
SonarSource,sonarsource.com,Vernier,,Switzerland,491,http://www.linkedin.com/company/sonarsource,2008,Fintech,94,95,85191600,1,saas,"Advent, General Catalyst",,,4700000000,$457M,https://www.growjo.com/company/SonarSource,https://www.indeed.com/jobs?q=company%3A(SonarSource),47%,For Contact Direct Phone Numbers and Emails see Lead411
Vanta,vanta.com,San Francisco,CA,United States,358,http://www.linkedin.com/company/vanta-security,2016,Tech Services,95,96,69240400,1,,Craft Ventures,,,1400000000,$53M,https://www.growjo.com/company/Vanta,https://www.indeed.com/jobs?q=company%3A(Vanta),78%,For Contact Direct Phone Numbers and Emails see Lead411
Fabric,fabric.inc,Seattle,WA,United States,414,http://www.linkedin.com/company/teamfabric,2017,eCommerceTech,96,97,77343000,32,saas,Vision Fund 2,,,1500000000,$293.5M,https://www.growjo.com/company/Fabric,https://www.indeed.com/jobs?q=company%3A(Fabric),16%,For Contact Direct Phone Numbers and Emails see Lead411
Lendable,lendable.co.uk,London,,UK,232,http://www.linkedin.com/company/lendable,2014,Fintech,97,98,34099000,6,,Ontario Teachers' Pension Plan,,,3765976000,$1.6B,https://www.growjo.com/company/Lendable,https://www.indeed.com/jobs?q=company%3A(Lendable),46%,For Contact Direct Phone Numbers and Emails see Lead411
Webflow,webflow.com,San Francisco,CA,United States,870,http://www.linkedin.com/company/webflow-inc-,2012,NoCode/LowCode,98,99,96476000,53,"saas, Consulting,,Education,Human Resources Hr,Software Development",YC Continuity,Y Combinator,B2B,4000000000,$214.9M,https://www.growjo.com/company/Webflow,https://www.indeed.com/jobs?q=company%3A(Webflow),53%,For Contact Direct Phone Numbers and Emails see Lead411
SingleStore,singlestore.com,San Francisco,CA,United States,430,http://www.linkedin.com/company/singlestore,,Analytics,99,100,80365600,53,saas,Goldman Sachs,,,1000000000,$434.1M,https://www.growjo.com/company/SingleStore,https://www.indeed.com/jobs?q=company%3A(SingleStore),23%,For Contact Direct Phone Numbers and Emails see Lead411
Transcarent,transcarent.com,San Francisco,CA,United States,246,http://www.linkedin.com/company/transcarent,,Digital Health,100,101,38829000,1,,,,,1600000000,$298M,https://www.growjo.com/company/Transcarent,https://www.indeed.com/jobs?q=company%3A(Transcarent),24%,For Contact Direct Phone Numbers and Emails see Lead411
Divergent 3D,divergent3d.com,Torrance,CA,United States,156,http://www.linkedin.com/company/divergent3d,2014,3D,101,102,29971000,1,saas,"Hedosophia, Horizons Ventures, Alumni Ventures Group",,,1000000000,$251.9M,https://www.growjo.com/company/Divergent_3D,https://www.indeed.com/jobs?q=company%3A(Divergent 3D),38%,For Contact Direct Phone Numbers and Emails see Lead411
CommerceIQ,commerceiq.ai,Mountain View,CA,United States,398,http://www.linkedin.com/company/commerceiq,,Tech Services,102,103,75037500,1,,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",,,1000000000,$195.5M,https://www.growjo.com/company/CommerceIQ,https://www.indeed.com/jobs?q=company%3A(CommerceIQ),65%,For Contact Direct Phone Numbers and Emails see Lead411
FLEXE,flexe.com,Seattle,WA,United States,468,http://www.linkedin.com/company/flexe,,Logistics,103,104,190188850,64,"saas, logistics","T. Rowe Price Associates, Madrona Ventures",,B2B,1000000000,$144M,https://www.growjo.com/company/FLEXE,https://www.indeed.com/jobs?q=company%3A(FLEXE),18%,For Contact Direct Phone Numbers and Emails see Lead411
Epirus,epirusinc.com,Torrance,CA,United States,216,http://www.linkedin.com/company/epirus,2018,Defense,104,105,75159700,21,,"8VC, Bedrock Capital, Broom Ventures",,,1350000000,$287.4M,https://www.growjo.com/company/Epirus,https://www.indeed.com/jobs?q=company%3A(Epirus),28%,For Contact Direct Phone Numbers and Emails see Lead411
Cresta,cresta.com,San Francisco,CA,United States,206,http://www.linkedin.com/company/cresta-inc,2017,AI,105,106,32508000,10,,"Tiger Global, Zoom, Five9",,,1600000000,$71M,https://www.growjo.com/company/Cresta,https://www.indeed.com/jobs?q=company%3A(Cresta),32%,For Contact Direct Phone Numbers and Emails see Lead411
Flipside Crypto,flipsidecrypto.xyz,Boston,MA,United States,111,http://www.linkedin.com/company/flipside-crypto,2017,Fintech,106,107,15210000,1,,Republic Capital,,,350000000,,https://www.growjo.com/company/Flipside_Crypto,https://www.indeed.com/jobs?q=company%3A(Flipside Crypto),50%,For Contact Direct Phone Numbers and Emails see Lead411
Dusty Robotics,dustyrobotics.com,Mountain View,CA,United States,75,http://www.linkedin.com/company/dusty-robotics,2018,Construction,107,108,22910000,1,,Scale,,,250000000,,https://www.growjo.com/company/Dusty_Robotics,https://www.indeed.com/jobs?q=company%3A(Dusty Robotics),47%,For Contact Direct Phone Numbers and Emails see Lead411
Mutiny,mutinyhq.com,San Francisco,CA,United States,94,http://www.linkedin.com/company/mutinyhq,2018,Analytics,108,109,13860000,1,,"Tiger Global, Insight Partners",,,600000000,,https://www.growjo.com/company/Mutiny,https://www.indeed.com/jobs?q=company%3A(Mutiny),129%,For Contact Direct Phone Numbers and Emails see Lead411
Phantom Wallet,phantom.app,San Francisco,CA,United States,75,http://www.linkedin.com/company/phantomwallet/,2021,Fintech,109,110,13650000,1,,"Paradigm, Andreessen Horowitz",,,1200000000,$22.7M,https://www.growjo.com/company/Phantom_Wallet,https://www.indeed.com/jobs?q=company%3A(Phantom Wallet),114%,For Contact Direct Phone Numbers and Emails see Lead411
Presight.ai,presight.ai,Abu Dhabi,,United Arab Emirates,98,https://www.linkedin.com/company/presight-ai,2020,AI,110,111,14420000,1,,,,,2000000000,,https://www.growjo.com/company/Presight.ai,https://www.indeed.com/jobs?q=company%3A(Presight.ai),100%,For Contact Direct Phone Numbers and Emails see Lead411
Omada Health,omadahealth.com,San Francisco,CA,United States,678,http://www.linkedin.com/company/omada-health,2011,Digital Health,111,112,142542400,55,"Consulting,Enterprise Software,Healthcare,Healthcare Providers,Human Resources Hr,Pharmaceuticals","Cigna, Civilization Ventures",,B2B,1000000000,$256.5M,https://www.growjo.com/company/Omada_Health,https://www.indeed.com/jobs?q=company%3A(Omada Health),10%,For Contact Direct Phone Numbers and Emails see Lead411
Glean,glean.com,Palo Alto,CA,United States,214,http://www.linkedin.com/company/gleanwork,2019,HRTech,112,113,33862500,1,,Sequoia,,,1000000000,$155M,https://www.growjo.com/company/Glean,https://www.indeed.com/jobs?q=company%3A(Glean),112%,For Contact Direct Phone Numbers and Emails see Lead411
Cloudinary,cloudinary.com,Santa Clara,CA,United States,475,http://www.linkedin.com/company/cloudinary,2012,Video,113,114,74048000,1,"saas, Consulting,,Cloud Computing,Customer Support,Data Storage,Human Resources Hr,Information Security,Media,Mobile,Security,Software Development,Storage",Blackstone,,B2B,2000000000,$100M,https://www.growjo.com/company/Cloudinary,https://www.indeed.com/jobs?q=company%3A(Cloudinary),6%,For Contact Direct Phone Numbers and Emails see Lead411
Digits,digits.com,San Francisco,CA,United States,62,http://www.linkedin.com/company/digits-financial,,Fintech,114,115,7351500,1,,SoftBank's Vision Fund,,,565000000,$32.5M,https://www.growjo.com/company/Digits,https://www.indeed.com/jobs?q=company%3A(Digits),38%,For Contact Direct Phone Numbers and Emails see Lead411
Polygon,polygon.technology,Bangalore,,India,592,http://www.linkedin.com/company/0xpolygon,2017,Fintech,115,116,77055550,1,,"Sequoia Capital India, SoftBank, Tiger Global",,,13000000000,$452M,https://www.growjo.com/company/Polygon,https://www.indeed.com/jobs?q=company%3A(Polygon),50%,For Contact Direct Phone Numbers and Emails see Lead411
Treez,treez.io,Oakland,CA,United States,188,http://www.linkedin.com/company/treez.io,2016,Cannabis,116,117,72562500,1,"Point of Sale, Patient Management, Inventory And Sales Management, Marijuana",Long Ridge Equity Partners,,,260000000,$28M,https://www.growjo.com/company/Treez,https://www.indeed.com/jobs?q=company%3A(Treez),38%,For Contact Direct Phone Numbers and Emails see Lead411
Beamery,beamery.com,London,,UK,437,http://www.linkedin.com/company/beamery,2014,HRTech,117,118,81610200,35,SaaS,Workday Ventures,,,1000000000,$173M,https://www.growjo.com/company/Beamery,https://www.indeed.com/jobs?q=company%3A(Beamery),45%,For Contact Direct Phone Numbers and Emails see Lead411
Mos.com,mos.com,San Francisco,CA,United States,88,http://www.linkedin.com/company/mosdotcom,2017,Fintech,118,119,11960000,1,,Tiger Global,,,400000000,$57.3M,https://www.growjo.com/company/Mos.com,https://www.indeed.com/jobs?q=company%3A(Mos.com),33%,For Contact Direct Phone Numbers and Emails see Lead411
EDO,edo.com,Culver City,CA,United States,133,http://www.linkedin.com/company/edo-inc,2015,Entertainment,119,120,30852500,1,,Shamrock Capital,,,200000000,$1.8M,https://www.growjo.com/company/EDO,https://www.indeed.com/jobs?q=company%3A(EDO),60%,For Contact Direct Phone Numbers and Emails see Lead411
Pyramid Analytics,pyramidanalytics.com,Amsterdam,,Netherlands,240,http://www.linkedin.com/company/pyramid-analytics,2008,Tech Services,120,121,39280500,1,,H.I.G. Growth Partners,,,1000000000,$74M,https://www.growjo.com/company/Pyramid_Analytics,https://www.indeed.com/jobs?q=company%3A(Pyramid Analytics),60%,For Contact Direct Phone Numbers and Emails see Lead411
Beyond Identity,beyondidentity.com,New York,NY,United States,183,http://www.linkedin.com/company/beyond-identity-inc,2020,IT Security,121,122,42105600,27,,"Evolution Equity Partners, New Enterprise Associates, Potentum Partners, Expanding Capital",,,1100000000,$205M,https://www.growjo.com/company/Beyond_Identity,https://www.indeed.com/jobs?q=company%3A(Beyond Identity),3%,For Contact Direct Phone Numbers and Emails see Lead411
Cirkul,drinkcirkul.com,Tampa,FL,United States,139,http://www.linkedin.com/company/cirkul,,Food,122,123,54945000,1,,"AF Ventures, Siddhi Capital, SC.Holdings",,,1070000000,$111.6M,https://www.growjo.com/company/Cirkul,https://www.indeed.com/jobs?q=company%3A(Cirkul),101%,For Contact Direct Phone Numbers and Emails see Lead411
A24,a24films.com,New York,NY,United States,438,http://www.linkedin.com/company/a24,,Entertainment,123,124,138118750,1,,"Stripes Group, Neuberger Berman",,,2500000000,$225M,https://www.growjo.com/company/A24,https://www.indeed.com/jobs?q=company%3A(A24),23%,For Contact Direct Phone Numbers and Emails see Lead411
Uniphore,uniphore.com,Palo Alto,CA,United States,841,http://www.linkedin.com/company/uniphore,2008,AI,124,125,176776600,114,saas,NEA,,,2500000000,$620.9M,https://www.growjo.com/company/Uniphore,https://www.indeed.com/jobs?q=company%3A(Uniphore),12%,For Contact Direct Phone Numbers and Emails see Lead411
QuickNode,quicknode.com,Miami,FL,United States,114,http://www.linkedin.com/company/quicknode,2017,Analytics,125,126,16800000,1,,10T Fund,,,800000000,,https://www.growjo.com/company/QuickNode,https://www.indeed.com/jobs?q=company%3A(QuickNode),200%,For Contact Direct Phone Numbers and Emails see Lead411
Temporal Technologies,temporal.io,Bellevue,WA,United States,118,http://www.linkedin.com/company/temporal-technologies,2019,Tech Services,126,127,17980000,1,,"Greenoaks, Index Ventures",,,1500000000,$128.5M,https://www.growjo.com/company/Temporal_Technologies,https://www.indeed.com/jobs?q=company%3A(Temporal Technologies),93%,For Contact Direct Phone Numbers and Emails see Lead411
hibob,hibob.com,New York,NY,United States,742,http://www.linkedin.com/company/hibob,2015,Fintech,127,128,144816100,1,"Business Process Management,Human Resources Hr",General Atlantic,,B2B,2450000000,$274M,https://www.growjo.com/company/hibob,https://www.indeed.com/jobs?q=company%3A(hibob),75%,For Contact Direct Phone Numbers and Emails see Lead411
0x,0x.org,San Francisco,CA,United States,126,http://www.linkedin.com/company/0x,2016,Fintech,128,129,24596000,1,"Cryptocurrency, Blockchains","Jump Capital, Pantera Capital, Greylock Partners",,,1050000000,$109M,https://www.growjo.com/company/0x,https://www.indeed.com/jobs?q=company%3A(0x),91%,For Contact Direct Phone Numbers and Emails see Lead411
Tripledot Studios,tripledotstudios.com,West End,,UK,284,http://www.linkedin.com/company/tripledot-studios,2017,Gaming,129,130,64710700,1,,20VC,,,1400000000,$202M,https://www.growjo.com/company/Tripledot_Studios,https://www.indeed.com/jobs?q=company%3A(Tripledot Studios),57%,For Contact Direct Phone Numbers and Emails see Lead411
Paddle,paddle.com,London,,UK,349,http://www.linkedin.com/company/paddle,2012,eCommerceTech,130,131,65074800,23,saas,KKR,,,1400000000,$93.3M,https://www.growjo.com/company/Paddle,https://www.indeed.com/jobs?q=company%3A(Paddle),52%,For Contact Direct Phone Numbers and Emails see Lead411
